MagicalEnergy,MagicalExperience,WizardFamily,Type
24,2,0,Muggle
1,26,0,Muggle
31,36,0,Muggle
25,28,0,Muggle
5,25,0,Muggle
40,26,0,Muggle
2,24,0,Muggle
32,39,0,Muggle
0,29,0,Muggle
4,19,0,Muggle
12,6,0,Muggle
18,28,0,Muggle
11,33,0,Muggle
24,25,0,Muggle
34,26,0,Muggle
11,8,0,Muggle
29,21,0,Muggle
4,11,0,Muggle
33,5,0,Muggle
21,5,0,Muggle
38,26,0,Muggle
12,18,0,Muggle
2,5,0,Muggle
19,16,0,Muggle
30,28,0,Muggle
4,22,0,Muggle
23,16,0,Muggle
39,20,0,Muggle
32,9,0,Muggle
7,7,0,Muggle
23,13,0,Muggle
19,30,0,Muggle
15,17,0,Muggle
11,29,0,Muggle
12,17,0,Muggle
38,24,0,Muggle
24,36,0,Muggle
31,24,0,Muggle
23,29,0,Muggle
8,29,0,Muggle
39,35,0,Muggle
22,10,0,Muggle
12,38,0,Muggle
31,26,0,Muggle
14,15,0,Muggle
35,37,0,Muggle
4,31,0,Muggle
21,28,0,Muggle
15,9,0,Muggle
40,29,0,Muggle
9,10,0,Muggle
23,14,0,Muggle
17,22,0,Muggle
17,22,0,Muggle
6,6,0,Muggle
3,13,0,Muggle
25,8,0,Muggle
4,27,0,Muggle
15,5,0,Muggle
34,21,0,Muggle
25,17,0,Muggle
17,37,0,Muggle
28,21,0,Muggle
22,8,0,Muggle
13,17,0,Muggle
14,20,0,Muggle
32,14,0,Muggle
24,8,0,Muggle
20,1,0,Muggle
16,13,0,Muggle
22,20,0,Muggle
16,33,0,Muggle
13,6,0,Muggle
28,14,0,Muggle
19,38,0,Muggle
29,11,0,Muggle
18,6,0,Muggle
38,4,0,Muggle
12,38,0,Muggle
17,22,0,Muggle
22,27,0,Muggle
32,33,0,Muggle
38,24,0,Muggle
39,1,0,Muggle
17,8,0,Muggle
8,33,0,Muggle
32,31,0,Muggle
31,11,0,Muggle
16,18,0,Muggle
18,37,0,Muggle
26,9,0,Muggle
5,9,0,Muggle
34,34,0,Muggle
36,40,0,Muggle
33,36,0,Muggle
19,31,0,Muggle
24,6,0,Muggle
3,9,0,Muggle
9,37,0,Muggle
9,26,0,Muggle
23,31,0,Muggle
20,6,0,Muggle
10,25,0,Muggle
26,21,0,Muggle
15,11,0,Muggle
25,23,0,Muggle
29,28,0,Muggle
15,31,0,Muggle
6,15,0,Muggle
15,25,0,Muggle
34,5,0,Muggle
15,0,0,Muggle
39,12,0,Muggle
11,37,0,Muggle
34,5,0,Muggle
20,37,0,Muggle
35,11,0,Muggle
16,8,0,Muggle
31,19,0,Muggle
40,38,0,Muggle
5,26,0,Muggle
23,2,0,Muggle
26,23,0,Muggle
19,14,0,Muggle
24,33,0,Muggle
1,31,0,Muggle
8,20,0,Muggle
27,0,0,Muggle
37,32,0,Muggle
2,10,0,Muggle
19,2,0,Muggle
5,21,0,Muggle
38,9,0,Muggle
32,37,0,Muggle
0,23,0,Muggle
36,6,0,Muggle
5,35,0,Muggle
33,0,0,Muggle
14,0,0,Muggle
25,25,0,Muggle
13,16,0,Muggle
6,10,0,Muggle
30,2,0,Muggle
23,9,0,Muggle
30,1,0,Muggle
28,31,0,Muggle
31,15,0,Muggle
16,25,0,Muggle
13,39,0,Muggle
39,38,0,Muggle
35,9,0,Muggle
23,35,0,Muggle
26,29,0,Muggle
24,8,0,Muggle
31,4,0,Muggle
17,6,0,Muggle
17,35,0,Muggle
36,0,0,Muggle
25,26,0,Muggle
8,11,0,Muggle
34,15,0,Muggle
7,7,0,Muggle
19,24,0,Muggle
21,12,0,Muggle
18,40,0,Muggle
29,9,0,Muggle
27,39,0,Muggle
34,32,0,Muggle
10,34,0,Muggle
30,36,0,Muggle
38,38,0,Muggle
35,27,0,Muggle
29,15,0,Muggle
22,7,0,Muggle
18,32,0,Muggle
11,34,0,Muggle
14,37,0,Muggle
30,11,0,Muggle
36,14,0,Muggle
36,16,0,Muggle
14,26,0,Muggle
28,20,0,Muggle
25,20,0,Muggle
1,16,0,Muggle
19,26,0,Muggle
14,11,0,Muggle
3,35,0,Muggle
21,27,0,Muggle
37,24,0,Muggle
22,8,0,Muggle
25,36,0,Muggle
10,22,0,Muggle
27,10,0,Muggle
1,0,0,Muggle
7,15,0,Muggle
28,12,0,Muggle
10,19,0,Muggle
36,15,0,Muggle
17,15,0,Muggle
13,34,0,Muggle
9,31,0,Muggle
34,22,0,Muggle
8,24,0,Muggle
34,27,0,Muggle
10,1,0,Muggle
11,2,0,Muggle
2,30,0,Muggle
38,32,0,Muggle
13,32,0,Muggle
27,34,0,Muggle
10,35,0,Muggle
38,25,0,Muggle
24,11,0,Muggle
20,10,0,Muggle
9,5,0,Muggle
14,24,0,Muggle
18,33,0,Muggle
21,34,0,Muggle
20,20,0,Muggle
31,17,0,Muggle
22,7,0,Muggle
12,33,0,Muggle
4,13,0,Muggle
3,18,0,Muggle
27,19,0,Muggle
13,3,0,Muggle
7,37,0,Muggle
8,31,0,Muggle
34,25,0,Muggle
36,27,0,Muggle
20,11,0,Muggle
17,9,0,Muggle
32,40,0,Muggle
7,34,0,Muggle
16,32,0,Muggle
30,13,0,Muggle
33,39,0,Muggle
5,22,0,Muggle
21,17,0,Muggle
13,11,0,Muggle
2,35,0,Muggle
11,24,0,Muggle
35,36,0,Muggle
11,39,0,Muggle
1,21,0,Muggle
1,5,0,Muggle
14,15,0,Muggle
22,22,0,Muggle
28,8,0,Muggle
16,34,0,Muggle
31,28,0,Muggle
6,13,0,Muggle
29,4,0,Muggle
27,20,0,Muggle
13,5,0,Muggle
29,0,0,Muggle
16,30,0,Muggle
31,40,0,Muggle
5,27,0,Muggle
23,2,0,Muggle
5,37,0,Muggle
26,22,0,Muggle
17,39,0,Muggle
23,3,0,Muggle
36,5,0,Muggle
23,11,0,Muggle
37,11,0,Muggle
33,6,0,Muggle
39,27,0,Muggle
14,25,0,Muggle
10,6,0,Muggle
21,2,0,Muggle
23,12,0,Muggle
0,40,0,Muggle
17,10,0,Muggle
11,38,0,Muggle
27,22,0,Muggle
39,0,0,Muggle
6,33,0,Muggle
22,30,0,Muggle
20,32,0,Muggle
33,35,0,Muggle
10,35,0,Muggle
21,13,0,Muggle
34,36,0,Muggle
28,31,0,Muggle
27,27,0,Muggle
17,0,0,Muggle
13,6,0,Muggle
17,15,0,Muggle
27,31,0,Muggle
23,23,0,Muggle
7,13,0,Muggle
7,14,0,Muggle
3,0,0,Muggle
26,27,0,Muggle
35,18,0,Muggle
4,6,0,Muggle
32,17,0,Muggle
33,12,0,Muggle
29,17,0,Muggle
7,3,0,Muggle
38,3,0,Muggle
25,26,0,Muggle
36,15,0,Muggle
33,13,0,Muggle
6,13,0,Muggle
39,6,0,Muggle
27,13,0,Muggle
38,5,0,Muggle
38,37,0,Muggle
27,26,0,Muggle
13,10,0,Muggle
37,30,0,Muggle
3,2,0,Muggle
17,0,0,Muggle
24,15,0,Muggle
6,26,0,Muggle
37,2,0,Muggle
27,7,0,Muggle
4,15,0,Muggle
2,1,0,Muggle
30,28,0,Muggle
19,15,0,Muggle
18,28,0,Muggle
10,30,0,Muggle
39,10,0,Muggle
2,31,0,Muggle
22,23,0,Muggle
6,18,0,Muggle
22,31,0,Muggle
6,9,0,Muggle
33,31,0,Muggle
18,22,0,Muggle
8,32,0,Muggle
17,29,0,Muggle
40,29,0,Muggle
24,6,0,Muggle
13,15,0,Muggle
24,0,0,Muggle
18,29,0,Muggle
38,33,0,Muggle
14,33,0,Muggle
15,37,0,Muggle
26,30,0,Muggle
39,7,0,Muggle
9,19,0,Muggle
3,28,0,Muggle
18,30,0,Muggle
27,20,0,Muggle
20,25,0,Muggle
13,30,0,Muggle
32,19,0,Muggle
9,21,0,Muggle
18,39,0,Muggle
29,25,0,Muggle
21,16,0,Muggle
2,24,0,Muggle
36,36,0,Muggle
40,26,0,Muggle
17,2,0,Muggle
10,23,0,Muggle
1,24,0,Muggle
11,9,0,Muggle
5,35,0,Muggle
39,17,0,Muggle
28,16,0,Muggle
29,13,0,Muggle
1,18,0,Muggle
8,17,0,Muggle
1,22,0,Muggle
28,7,0,Muggle
32,15,0,Muggle
9,24,0,Muggle
33,31,0,Muggle
7,18,0,Muggle
36,17,0,Muggle
32,31,0,Muggle
5,39,0,Muggle
39,14,0,Muggle
18,20,0,Muggle
31,10,0,Muggle
26,28,0,Muggle
0,31,0,Muggle
32,5,0,Muggle
39,18,0,Muggle
31,15,0,Muggle
4,11,0,Muggle
16,14,0,Muggle
7,10,0,Muggle
33,38,0,Muggle
8,9,0,Muggle
22,36,0,Muggle
34,23,0,Muggle
6,35,0,Muggle
14,0,0,Muggle
19,16,0,Muggle
24,13,0,Muggle
2,37,0,Muggle
23,24,0,Muggle
33,36,0,Muggle
21,34,0,Muggle
10,21,0,Muggle
7,6,0,Muggle
38,10,0,Muggle
34,9,0,Muggle
37,13,0,Muggle
7,34,0,Muggle
36,35,0,Muggle
26,5,0,Muggle
27,4,0,Muggle
39,6,0,Muggle
33,14,0,Muggle
31,20,0,Muggle
14,17,0,Muggle
16,0,0,Muggle
32,3,0,Muggle
15,10,0,Muggle
28,9,0,Muggle
8,18,0,Muggle
32,29,0,Muggle
28,40,0,Muggle
12,40,0,Muggle
20,19,0,Muggle
20,26,0,Muggle
4,11,0,Muggle
9,13,0,Muggle
5,33,0,Muggle
12,37,0,Muggle
0,1,0,Muggle
19,31,0,Muggle
7,17,0,Muggle
9,20,0,Muggle
8,10,0,Muggle
40,29,0,Muggle
2,18,0,Muggle
10,39,0,Muggle
11,29,0,Muggle
9,34,0,Muggle
24,3,0,Muggle
24,20,0,Muggle
10,4,0,Muggle
35,35,0,Muggle
38,26,0,Muggle
25,6,0,Muggle
13,30,0,Muggle
38,19,0,Muggle
39,24,0,Muggle
0,37,0,Muggle
3,24,0,Muggle
29,16,0,Muggle
11,36,0,Muggle
34,14,0,Muggle
12,9,0,Muggle
30,33,0,Muggle
37,6,0,Muggle
22,38,0,Muggle
3,24,0,Muggle
15,38,0,Muggle
6,27,0,Muggle
21,26,0,Muggle
28,36,0,Muggle
10,38,0,Muggle
32,37,0,Muggle
28,27,0,Muggle
38,33,0,Muggle
11,28,0,Muggle
6,7,0,Muggle
38,12,0,Muggle
25,36,0,Muggle
39,2,0,Muggle
8,13,0,Muggle
40,31,0,Muggle
33,22,0,Muggle
12,22,0,Muggle
35,12,0,Muggle
24,40,0,Muggle
23,38,0,Muggle
16,20,0,Muggle
1,30,0,Muggle
12,6,0,Muggle
30,35,0,Muggle
28,18,0,Muggle
27,21,0,Muggle
26,23,0,Muggle
14,23,0,Muggle
30,20,0,Muggle
39,12,0,Muggle
14,5,0,Muggle
32,27,0,Muggle
19,31,0,Muggle
11,12,0,Muggle
36,33,0,Muggle
8,31,0,Muggle
22,13,0,Muggle
7,31,0,Muggle
31,4,0,Muggle
13,34,0,Muggle
26,3,0,Muggle
24,13,0,Muggle
12,17,0,Muggle
20,10,0,Muggle
30,18,0,Muggle
36,1,0,Muggle
4,33,0,Muggle
12,2,0,Muggle
27,28,0,Muggle
24,22,0,Muggle
34,0,0,Muggle
38,5,0,Muggle
6,16,0,Muggle
37,18,0,Muggle
31,1,0,Muggle
2,14,0,Muggle
38,22,0,Muggle
36,18,0,Muggle
21,32,0,Muggle
7,5,0,Muggle
16,18,0,Muggle
26,29,0,Muggle
32,21,0,Muggle
16,2,0,Muggle
11,4,0,Muggle
26,29,0,Muggle
7,2,0,Muggle
22,38,0,Muggle
28,38,0,Muggle
19,27,0,Muggle
15,0,0,Muggle
16,21,0,Muggle
15,38,0,Muggle
18,16,0,Muggle
7,27,0,Muggle
37,29,0,Muggle
37,39,0,Muggle
28,7,0,Muggle
40,26,0,Muggle
35,40,0,Muggle
25,24,0,Muggle
30,12,0,Muggle
11,33,0,Muggle
16,38,0,Muggle
14,6,0,Muggle
8,21,0,Muggle
38,32,0,Muggle
11,37,0,Muggle
31,30,0,Muggle
24,32,0,Muggle
38,21,0,Muggle
17,26,0,Muggle
14,26,0,Muggle
31,20,0,Muggle
5,34,0,Muggle
34,9,0,Muggle
33,27,0,Muggle
37,39,0,Muggle
4,36,0,Muggle
17,40,0,Muggle
15,32,0,Muggle
7,7,0,Muggle
24,36,0,Muggle
31,40,0,Muggle
25,32,0,Muggle
21,18,0,Muggle
30,29,0,Muggle
9,13,0,Muggle
11,13,0,Muggle
27,35,0,Muggle
5,6,0,Muggle
19,33,0,Muggle
4,31,0,Muggle
22,32,0,Muggle
8,13,0,Muggle
28,24,0,Muggle
15,27,0,Muggle
21,38,0,Muggle
7,29,0,Muggle
19,30,0,Muggle
13,23,0,Muggle
38,3,0,Muggle
36,13,0,Muggle
33,8,0,Muggle
10,35,0,Muggle
39,5,0,Muggle
32,23,0,Muggle
30,25,0,Muggle
33,33,0,Muggle
6,0,0,Muggle
22,22,0,Muggle
6,16,0,Muggle
24,35,0,Muggle
2,36,0,Muggle
37,19,0,Muggle
19,25,0,Muggle
33,10,0,Muggle
29,19,0,Muggle
16,0,0,Muggle
9,12,0,Muggle
34,35,0,Muggle
19,37,0,Muggle
17,12,0,Muggle
26,13,0,Muggle
35,11,0,Muggle
22,33,0,Muggle
31,26,0,Muggle
9,11,0,Muggle
10,37,0,Muggle
37,35,0,Muggle
5,0,0,Muggle
40,25,0,Muggle
33,39,0,Muggle
35,39,0,Muggle
36,20,0,Muggle
16,31,0,Muggle
39,24,0,Muggle
39,11,0,Muggle
11,24,0,Muggle
20,25,0,Muggle
39,35,0,Muggle
18,15,0,Muggle
2,13,0,Muggle
17,33,0,Muggle
18,23,0,Muggle
5,7,0,Muggle
15,26,0,Muggle
7,38,0,Muggle
17,12,0,Muggle
38,28,0,Muggle
11,30,0,Muggle
9,18,0,Muggle
6,9,0,Muggle
0,39,0,Muggle
35,33,0,Muggle
20,0,0,Muggle
36,18,0,Muggle
23,0,0,Muggle
24,23,0,Muggle
6,24,0,Muggle
16,3,0,Muggle
28,23,0,Muggle
29,38,0,Muggle
6,19,0,Muggle
32,32,0,Muggle
6,27,0,Muggle
23,34,0,Muggle
10,23,0,Muggle
8,39,0,Muggle
11,1,0,Muggle
34,22,0,Muggle
3,32,0,Muggle
35,13,0,Muggle
27,14,0,Muggle
12,31,0,Muggle
22,22,0,Muggle
18,3,0,Muggle
36,19,0,Muggle
38,30,0,Muggle
23,6,0,Muggle
15,0,0,Muggle
32,4,0,Muggle
11,13,0,Muggle
33,29,0,Muggle
6,37,0,Muggle
10,22,0,Muggle
30,6,0,Muggle
28,38,0,Muggle
12,15,0,Muggle
30,8,0,Muggle
1,38,0,Muggle
38,33,0,Muggle
14,30,0,Muggle
10,6,0,Muggle
33,1,0,Muggle
38,5,0,Muggle
3,33,0,Muggle
10,16,0,Muggle
28,25,0,Muggle
1,11,0,Muggle
15,19,0,Muggle
38,40,0,Muggle
12,34,0,Muggle
36,34,0,Muggle
16,28,0,Muggle
20,37,0,Muggle
18,30,0,Muggle
6,39,0,Muggle
37,12,0,Muggle
7,25,0,Muggle
12,21,0,Muggle
36,7,0,Muggle
1,39,0,Muggle
40,6,0,Muggle
10,4,0,Muggle
23,0,0,Muggle
5,39,0,Muggle
25,10,0,Muggle
6,31,0,Muggle
38,6,0,Muggle
18,28,0,Muggle
5,29,0,Muggle
28,20,0,Muggle
38,38,0,Muggle
1,40,0,Muggle
18,38,0,Muggle
3,19,0,Muggle
5,21,0,Muggle
36,28,0,Muggle
27,3,0,Muggle
29,2,0,Muggle
6,8,0,Muggle
8,4,0,Muggle
24,2,0,Muggle
32,24,0,Muggle
0,31,0,Muggle
5,32,0,Muggle
17,17,0,Muggle
9,35,0,Muggle
27,40,0,Muggle
10,28,0,Muggle
32,38,0,Muggle
0,1,0,Muggle
12,10,0,Muggle
36,30,0,Muggle
19,3,0,Muggle
0,28,0,Muggle
2,2,0,Muggle
17,1,0,Muggle
40,35,0,Muggle
13,13,0,Muggle
30,3,0,Muggle
26,29,0,Muggle
16,18,0,Muggle
28,18,0,Muggle
35,30,0,Muggle
36,14,0,Muggle
25,28,0,Muggle
16,2,0,Muggle
21,18,0,Muggle
24,21,0,Muggle
1,19,0,Muggle
21,6,0,Muggle
4,3,0,Muggle
3,0,0,Muggle
35,40,0,Muggle
5,6,0,Muggle
20,21,0,Muggle
12,36,0,Muggle
36,29,0,Muggle
24,8,0,Muggle
25,26,0,Muggle
38,37,0,Muggle
19,22,0,Muggle
32,11,0,Muggle
13,12,0,Muggle
35,32,0,Muggle
16,14,0,Muggle
20,15,0,Muggle
15,33,0,Muggle
15,8,0,Muggle
19,26,0,Muggle
28,14,0,Muggle
27,34,0,Muggle
7,33,0,Muggle
23,39,0,Muggle
2,29,0,Muggle
24,22,0,Muggle
18,8,0,Muggle
32,31,0,Muggle
1,34,0,Muggle
14,31,0,Muggle
21,15,0,Muggle
9,31,0,Muggle
17,24,0,Muggle
21,29,0,Muggle
26,36,0,Muggle
12,36,0,Muggle
32,34,0,Muggle
4,7,0,Muggle
25,39,0,Muggle
12,35,0,Muggle
26,24,0,Muggle
13,17,0,Muggle
23,38,0,Muggle
2,9,0,Muggle
29,0,0,Muggle
34,3,0,Muggle
13,25,0,Muggle
11,10,0,Muggle
27,14,0,Muggle
28,31,0,Muggle
16,14,0,Muggle
39,27,0,Muggle
20,22,0,Muggle
22,2,0,Muggle
19,31,0,Muggle
10,19,0,Muggle
33,13,0,Muggle
9,34,0,Muggle
9,39,0,Muggle
5,8,0,Muggle
35,23,0,Muggle
23,40,0,Muggle
11,3,0,Muggle
22,11,0,Muggle
26,23,0,Muggle
36,0,0,Muggle
5,13,0,Muggle
0,30,0,Muggle
5,9,0,Muggle
21,32,0,Muggle
40,35,0,Muggle
23,34,0,Muggle
24,17,0,Muggle
14,24,0,Muggle
25,11,0,Muggle
7,27,0,Muggle
23,8,0,Muggle
37,23,0,Muggle
5,19,0,Muggle
34,25,0,Muggle
0,4,0,Muggle
35,26,0,Muggle
11,27,0,Muggle
37,36,0,Muggle
10,39,0,Muggle
11,6,0,Muggle
38,18,0,Muggle
6,21,0,Muggle
10,17,0,Muggle
35,14,0,Muggle
30,32,0,Muggle
32,38,0,Muggle
12,4,0,Muggle
17,39,0,Muggle
40,36,0,Muggle
23,4,0,Muggle
8,36,0,Muggle
30,6,0,Muggle
40,1,0,Muggle
9,29,0,Muggle
1,10,0,Muggle
37,36,0,Muggle
14,38,0,Muggle
2,32,0,Muggle
30,8,0,Muggle
5,10,0,Muggle
2,11,0,Muggle
10,9,0,Muggle
14,10,0,Muggle
27,32,0,Muggle
9,19,0,Muggle
37,4,0,Muggle
6,23,0,Muggle
14,31,0,Muggle
17,30,0,Muggle
17,13,0,Muggle
40,18,0,Muggle
23,23,0,Muggle
1,31,0,Muggle
39,11,0,Muggle
19,20,0,Muggle
33,35,0,Muggle
25,24,0,Muggle
6,13,0,Muggle
37,7,0,Muggle
29,28,0,Muggle
4,24,0,Muggle
10,22,0,Muggle
0,35,0,Muggle
33,11,0,Muggle
0,11,0,Muggle
18,17,0,Muggle
1,35,0,Muggle
20,18,0,Muggle
19,34,0,Muggle
22,26,0,Muggle
20,2,0,Muggle
23,12,0,Muggle
3,37,0,Muggle
11,40,0,Muggle
21,18,0,Muggle
19,34,0,Muggle
17,14,0,Muggle
0,15,0,Muggle
29,34,0,Muggle
32,4,0,Muggle
23,6,0,Muggle
13,20,0,Muggle
35,40,0,Muggle
4,0,0,Muggle
10,24,0,Muggle
23,29,0,Muggle
30,18,0,Muggle
12,23,0,Muggle
15,14,0,Muggle
23,34,0,Muggle
12,23,0,Muggle
23,35,0,Muggle
25,13,0,Muggle
1,21,0,Muggle
15,38,0,Muggle
37,7,0,Muggle
0,15,0,Muggle
10,16,0,Muggle
34,4,0,Muggle
28,40,0,Muggle
36,34,0,Muggle
16,36,0,Muggle
38,17,0,Muggle
27,20,0,Muggle
28,0,0,Muggle
2,16,0,Muggle
9,7,0,Muggle
13,28,0,Muggle
11,19,0,Muggle
29,36,0,Muggle
31,38,0,Muggle
31,4,0,Muggle
31,9,0,Muggle
25,5,0,Muggle
0,6,0,Muggle
1,34,0,Muggle
16,26,0,Muggle
29,20,0,Muggle
38,23,0,Muggle
6,28,0,Muggle
26,26,0,Muggle
8,37,0,Muggle
21,1,0,Muggle
33,24,0,Muggle
0,1,0,Muggle
8,37,0,Muggle
19,17,0,Muggle
18,6,0,Muggle
35,3,0,Muggle
39,39,0,Muggle
3,40,0,Muggle
8,9,0,Muggle
40,40,0,Muggle
21,27,0,Muggle
17,29,0,Muggle
11,23,0,Muggle
38,35,0,Muggle
8,15,0,Muggle
5,32,0,Muggle
18,9,0,Muggle
6,20,0,Muggle
15,26,0,Muggle
4,20,0,Muggle
15,26,0,Muggle
0,31,0,Muggle
36,4,0,Muggle
38,34,0,Muggle
18,21,0,Muggle
36,35,0,Muggle
16,9,0,Muggle
25,33,0,Muggle
21,5,0,Muggle
7,13,0,Muggle
32,36,0,Muggle
1,18,0,Muggle
29,31,0,Muggle
19,19,0,Muggle
17,20,0,Muggle
9,14,0,Muggle
23,16,0,Muggle
3,23,0,Muggle
36,20,0,Muggle
3,14,0,Muggle
12,10,0,Muggle
24,36,0,Muggle
12,29,0,Muggle
17,17,0,Muggle
23,27,0,Muggle
1,12,0,Muggle
32,9,0,Muggle
18,38,0,Muggle
8,11,0,Muggle
27,37,0,Muggle
34,40,0,Muggle
38,39,0,Muggle
9,25,0,Muggle
0,18,0,Muggle
20,22,0,Muggle
8,35,0,Muggle
14,26,0,Muggle
34,15,0,Muggle
4,6,0,Muggle
40,12,0,Muggle
21,11,0,Muggle
40,26,0,Muggle
22,32,0,Muggle
6,30,0,Muggle
22,10,0,Muggle
24,16,0,Muggle
26,37,0,Muggle
40,1,0,Muggle
5,2,0,Muggle
33,33,0,Muggle
8,31,0,Muggle
32,23,0,Muggle
5,23,0,Muggle
36,12,0,Muggle
30,21,0,Muggle
33,18,0,Muggle
40,29,0,Muggle
28,38,0,Muggle
13,20,0,Muggle
35,22,0,Muggle
35,15,0,Muggle
14,6,0,Muggle
7,19,0,Muggle
25,13,0,Muggle
35,25,0,Muggle
20,21,0,Muggle
27,40,0,Muggle
3,35,0,Muggle
15,25,0,Muggle
21,11,0,Muggle
11,30,0,Muggle
15,39,0,Muggle
39,3,0,Muggle
37,39,0,Muggle
36,26,0,Muggle
28,8,0,Muggle
17,11,0,Muggle
9,28,0,Muggle
38,27,0,Muggle
17,15,0,Muggle
0,7,0,Muggle
38,12,0,Muggle
20,13,0,Muggle
0,14,0,Muggle
14,8,0,Muggle
3,31,0,Muggle
19,21,0,Muggle
9,24,0,Muggle
22,40,0,Muggle
40,25,0,Muggle
33,28,0,Muggle
32,17,0,Muggle
33,35,0,Muggle
38,19,0,Muggle
9,32,0,Muggle
19,19,0,Muggle
0,2,0,Muggle
12,33,0,Muggle
0,5,0,Muggle
4,30,0,Muggle
15,34,0,Muggle
14,31,0,Muggle
27,8,0,Muggle
30,26,0,Muggle
22,23,0,Muggle
16,21,0,Muggle
33,29,0,Muggle
12,35,0,Muggle
13,25,0,Muggle
10,1,0,Muggle
27,6,0,Muggle
31,26,0,Muggle
34,15,0,Muggle
30,28,0,Muggle
16,20,0,Muggle
8,25,0,Muggle
9,17,0,Muggle
7,0,0,Muggle
20,1,0,Muggle
12,13,0,Muggle
4,37,0,Muggle
5,14,0,Muggle
29,35,0,Muggle
30,23,0,Muggle
16,24,0,Muggle
10,8,0,Muggle
19,14,0,Muggle
8,36,0,Muggle
1,5,0,Muggle
36,11,0,Muggle
0,26,0,Muggle
3,6,0,Muggle
35,27,0,Muggle
24,11,0,Muggle
2,34,0,Muggle
8,1,0,Muggle
21,25,0,Muggle
22,19,0,Muggle
11,24,0,Muggle
9,20,0,Muggle
33,0,0,Muggle
9,27,0,Muggle
29,37,0,Muggle
21,12,0,Muggle
5,29,0,Muggle
1,9,0,Muggle
29,21,0,Muggle
1,28,0,Muggle
31,4,0,Muggle
15,7,0,Muggle
11,10,0,Muggle
0,25,0,Muggle
7,18,0,Muggle
12,18,0,Muggle
14,29,0,Muggle
7,35,0,Muggle
9,8,0,Muggle
4,6,0,Muggle
18,17,0,Muggle
37,8,0,Muggle
10,5,0,Muggle
19,5,0,Muggle
19,21,0,Muggle
20,16,0,Muggle
17,14,0,Muggle
9,8,0,Muggle
33,5,0,Muggle
25,22,0,Muggle
29,16,0,Muggle
8,31,0,Muggle
30,31,0,Muggle
3,36,0,Muggle
5,2,0,Muggle
13,15,0,Muggle
3,1,0,Muggle
25,2,0,Muggle
38,40,0,Muggle
16,13,0,Muggle
18,13,0,Muggle
5,29,0,Muggle
28,39,0,Muggle
10,26,0,Muggle
15,16,0,Muggle
29,38,0,Muggle
24,8,0,Muggle
39,35,0,Muggle
10,9,0,Muggle
6,28,0,Muggle
25,3,0,Muggle
21,20,0,Muggle
24,36,0,Muggle
18,1,0,Muggle
30,14,0,Muggle
25,27,0,Muggle
40,24,0,Muggle
35,25,0,Muggle
22,8,0,Muggle
12,29,0,Muggle
24,8,0,Muggle
1,0,0,Muggle
1,11,0,Muggle
15,12,0,Muggle
8,13,0,Muggle
27,9,0,Muggle
12,16,0,Muggle
34,16,0,Muggle
40,30,0,Muggle
12,25,0,Muggle
30,34,0,Muggle
20,35,0,Muggle
31,10,0,Muggle
33,15,0,Muggle
7,28,0,Muggle
40,17,0,Muggle
1,10,0,Muggle
37,10,0,Muggle
31,8,0,Muggle
39,24,0,Muggle
27,31,0,Muggle
36,33,0,Muggle
40,2,0,Muggle
0,13,0,Muggle
40,39,0,Muggle
9,24,0,Muggle
3,15,0,Muggle
34,35,0,Muggle
9,8,0,Muggle
10,3,0,Muggle
13,1,0,Muggle
37,24,0,Muggle
11,21,0,Muggle
16,4,0,Muggle
15,20,0,Muggle
34,9,0,Muggle
1,22,0,Muggle
10,26,0,Muggle
40,29,0,Muggle
2,3,0,Muggle
28,5,0,Muggle
17,25,0,Muggle
19,9,0,Muggle
13,4,0,Muggle
33,38,0,Muggle
30,36,0,Muggle
39,39,0,Muggle
17,0,0,Muggle
29,33,0,Muggle
24,7,0,Muggle
18,20,0,Muggle
7,30,0,Muggle
27,22,0,Muggle
7,10,0,Muggle
30,15,0,Muggle
2,26,0,Muggle
2,6,0,Muggle
21,23,0,Muggle
16,31,0,Muggle
35,34,0,Muggle
16,30,0,Muggle
13,28,0,Muggle
8,3,0,Muggle
29,34,0,Muggle
20,10,0,Muggle
11,33,0,Muggle
36,38,0,Muggle
31,14,0,Muggle
10,13,0,Muggle
19,20,0,Muggle
34,6,0,Muggle
10,16,0,Muggle
7,17,0,Muggle
3,13,0,Muggle
26,37,0,Muggle
39,28,0,Muggle
37,9,0,Muggle
29,16,0,Muggle
26,31,0,Muggle
20,19,0,Muggle
19,16,0,Muggle
3,6,0,Muggle
10,38,0,Muggle
12,29,0,Muggle
8,37,0,Muggle
3,39,0,Muggle
11,40,0,Muggle
8,9,0,Muggle
12,31,0,Muggle
25,25,0,Muggle
37,16,0,Muggle
12,0,0,Muggle
38,38,0,Muggle
27,25,0,Muggle
18,29,0,Muggle
23,8,0,Muggle
18,32,0,Muggle
12,25,0,Muggle
12,9,0,Muggle
27,31,0,Muggle
1,38,0,Muggle
9,32,0,Muggle
21,26,0,Muggle
12,28,0,Muggle
8,18,0,Muggle
32,17,0,Muggle
13,34,0,Muggle
19,27,0,Muggle
14,37,0,Muggle
31,9,0,Muggle
32,2,0,Muggle
16,28,0,Muggle
23,15,0,Muggle
29,35,0,Muggle
12,0,0,Muggle
15,17,0,Muggle
1,3,0,Muggle
16,4,0,Muggle
31,20,0,Muggle
7,3,0,Muggle
2,19,0,Muggle
11,18,0,Muggle
19,34,0,Muggle
